genome	mge_genome_position	IS_Tn	Integron	Phage	Phage_like	Conjugative_element	Mobility_island	mge_length	phage_genes	conjugation_genes	recombinase
562.SAMN05757727	562.SAMN05757727.NAFU01000013:5-88392	2	0	0	0	1	0	88387	0	3	Phage_integrase,DDE_Tnp_Tn3,ser_ce,DDE_Tnp_1
573.SAMEA2273676	573.SAMEA2273676.FLAK01000029:534-48280	1	0	0	0	1	0	47746	1	15	TrwC,rve
1413530.SAMN02391357	1413530.SAMN02391357.KK224044:107287-112634	1	0	0	1	0	0	5347	0	0	Phage_integrase,TnpA
562.SAMN02709452	562.SAMN02709452.JICF01000016:25958-79131	1	0	1	0	0	0	53173	4	0	Phage_integrase,OrfB_IS605
411959.SAMN05421807	411959.SAMN05421807.FQXD01000001:248412-479440	2	0	1	0	0	0	231028	3	0	ser_lsr,DDE_Tnp_ISL3,DDE_Tnp_ISL3,rve
214092.SAMEA1705942	214092.SAMEA1705942.AL590842:746268-859486	3	0	1	0	0	0	113218	2	0	huh_y1,huh_y1,huh_y1,rve,rve
214092.SAMEA1705942	214092.SAMEA1705942.AL590842:3836429-3843558	2	0	0	0	0	1	7129	1	0	huh_y1,rve,Int_SXT
214092.SAMEA1705942	214092.SAMEA1705942.AL590842:1618277-1623105	1	0	1	0	0	0	4828	2	0	huh_y1,rve
214092.SAMEA1705942	214092.SAMEA1705942.AL590842:1720511-1729016	1	0	1	0	0	0	8505	2	0	rve,huh_y1
214092.SAMEA1705942	214092.SAMEA1705942.AL590842:1063926-1148659	3	0	0	1	0	0	84733	1	0	Phage_integrase,DDE_Tnp_IS1,rve,rve
214092.SAMEA1705942	214092.SAMEA1705942.AL590842:1232349-1245951	2	0	0	0	0	1	13602	1	0	rve,Int_SXT,huh_y1
214092.SAMEA1705942	214092.SAMEA1705942.AL590842:2363019-2405970	3	0	1	0	0	0	42951	12	0	rve,Transposase_mut,huh_y1,Transposase_mut
214092.SAMEA1705942	214092.SAMEA1705942.AL590842:2293850-2302269	1	0	1	0	0	0	8419	2	0	huh_y1,rve
1313.SAMEA1024001	1313.SAMEA1024001.CGWB01000021:142-22844	2	0	0	0	1	0	22702	0	1	Relaxase,DDE_Tnp_1,DDE_Tnp_1_6,ser_lsr
573.SAMN03281072	573.SAMN03281072.JXIZ01000037:64-63350	8	0	0	1	0	0	63286	0	0	OrfB_IS605,Phage_integrase,DDE_Tnp_1_5,DDE_Tnp_IS1,rve,DDE_Tnp_IS1,DDE_Tnp_ISL3,DDE_Tnp_ISL3,DDE_Tnp_ISL3
562.SAMN05294116	562.SAMN05294116.MAJK01000089:175-88654	1	0	0	1	0	0	88479	0	0	Phage_integrase,ser_ce
1351.SAMN03197214	1351.SAMN03197214.JVXC01000134:51-6801	1	0	0	0	1	0	6750	0	1	Transposase_mut,Int_Tn916
573.SAMEA3531892	573.SAMEA3531892.FLXQ01000001:163048-182590	2	0	0	1	0	0	19542	0	0	Phage_integrase,rve,ser_ce
1433.SAMN05934548	1433.SAMN05934548.NFDX01000080:92-49777	3	0	0	1	0	0	49685	1	0	DDE_Tnp_1,DDE_Tnp_Tn3,ser_ce,Phage_integrase,TnpA,Phage_integrase
446.SAMN03401156	446.SAMN03401156.LCUQ01000048:247-26890	3	0	0	0	1	0	26643	0	4	DDE_Tnp_1_3,DDE_Tnp_ISL3,MobA_MobL,Int_BPP-1,DDE_5
670.SAMN02741383	670.SAMN02741383.JNTE02000006:76673-88874	1	0	0	1	0	0	12201	0	0	ser_ce,Phage_integrase
1438737.SAMN02581333	1438737.SAMN02581333.KK736984:5030858-5052870	1	0	0	0	0	1	22012	0	0	Int_SXT,rve_3
1438737.SAMN02581333	1438737.SAMN02581333.KK736984:2986755-3056554	1	0	1	0	0	0	69799	5	0	Transposase_31,Int_SXT
1438737.SAMN02581333	1438737.SAMN02581333.KK736984:1229794-1312042	3	0	1	0	0	0	82248	4	0	Phage_integrase,DDE_Tnp_1,DDE_Tnp_IS240,ser_ce
1438737.SAMN02581333	1438737.SAMN02581333.KK736984:3463752-3510460	1	0	0	1	0	0	46708	0	0	DEDD_Tnp_IS110,Phage_integrase,Phage_integrase
1438737.SAMN02581333	1438737.SAMN02581333.KK736984:3605827-3673841	1	0	0	0	1	0	68014	0	21	IntKX,DDE_Tnp_IS1
1438737.SAMN02581333	1438737.SAMN02581333.KK736984:1325089-1427570	1	0	1	0	0	0	102481	5	0	Phage_integrase,DDE_Tnp_1,rve
90370.SAMEA2820665	90370.SAMEA2820665.CDOA01000008:152080-190920	1	0	0	0	0	1	38840	0	0	rve_3,Int_SXT
1446691.SAMN02353117	1446691.SAMN02353117.JHIA01000045:396-32590	1	0	0	1	0	0	32194	0	0	rve,Phage_integrase
573.SAMEA2602948	573.SAMEA2602948.CCHA01000046:304-21060	1	0	0	0	0	1	20756	0	0	Int_SXT,rve_3
287.SAMEA2357314	287.SAMEA2357314.FRUP01000251:132-9258	2	0	0	1	0	0	9126	0	0	Phage_integrase,rve_3,DDE_Tnp_1
985002.SAMEA3449110	985002.SAMEA3449110.FQLE01000008:574-22939	1	0	0	0	0	1	22365	0	0	ser_ce,Mob_Pre,Mob_Pre,ser_ce,ser_ce
591158.SAMN02595297	591158.SAMN02595297.GG657748:384-306235	2	0	0	0	1	0	305851	0	2	Transposase_20,ser_ce,DDE_Tnp_Tn3,Phage_integrase,Relaxase
1280.SAMEA1469714	1280.SAMEA1469714.FGQO01000021:14318-21741	1	0	0	1	0	0	7423	0	0	TnpA,Phage_integrase
1151439.SAMN01766730	1151439.SAMN01766730.AVMZ01000021:69829-85844	1	0	0	0	0	1	16015	0	0	DDE_Tnp_1_6,Int_Tn916
1446534.SAMN02353124	1446534.SAMN02353124.JHHT01000097:5040-19845	2	0	0	0	0	1	14805	0	0	Int_SXT,DDE_Tnp_IS66,DDE_Tnp_IS66
1123244.SAMN02256422	1123244.SAMN02256422.KB905458:615-276565	1	0	0	0	1	0	275950	0	2	Int_Tn916,Transposase_mut,TrwC
1422620.SAMN02404203	1422620.SAMN02404203.KK234020:53919-73281	2	0	0	0	1	0	19362	0	3	Int_Tn916,DDE_Tnp_1,DDE_Tnp_1
28901.SAMN03357019	28901.SAMN03357019.MXJT01000017:48-58387	5	0	0	0	1	0	58339	0	4	Phage_integrase,huh_y1,DDE_3,rve,ser_ce,Transposase_31
1729582.SAMN04166964	1729582.SAMN04166964.LLWJ01000066:369-239227	1	0	0	1	0	0	238858	1	0	Phage_integrase,rve
1428.SAMN05934565	1428.SAMN05934565.NFEN01000167:151-48062	1	0	0	1	0	0	47911	0	0	TnpA,Phage_integrase
789332.SAMN00710597	789332.SAMN00710597.AETA01000024:83784-100289	1	0	0	1	0	0	16505	0	0	Transposase_mut,Phage_integrase
1307.SAMEA1566105	1307.SAMEA1566105.FITI01000001:98936-185790	2	0	0	0	1	0	86854	0	3	ser_lsr,ser_lsr,ser_lsr,DEDD_Tnp_IS110,DDE_Tnp_1,Relaxase
1185650.SAMEA2071245	1185650.SAMEA2071245.FSJP01000015:41726-56856	1	0	0	1	0	0	15130	0	0	TnpA,Phage_integrase
487.SAMEA2674554	487.SAMEA2674554.FEQM01000028:104-12776	2	0	0	1	0	0	12672	0	0	DDE_Tnp_1,Phage_integrase,rve
208962.SAMD00026624	208962.SAMD00026624.BBVE01000006:73-189753	3	0	0	1	0	0	189680	0	0	Transposase_31,Phage_integrase,Phage_integrase,Transposase_mut,Transposase_mut,Int_SXT
1307.SAMEA1566035	1307.SAMEA1566035.FIRE01000009:847-76336	1	0	0	0	1	0	75489	0	4	ser_lsr,DDE_Tnp_1_4,ser_lsr,Relaxase,ser_lsr,Mob_Pre
1307.SAMEA1566035	1307.SAMEA1566035.FIRE01000009:82122-89929	3	0	0	1	0	0	7807	0	0	Phage_integrase,rve,DDE_Tnp_IS66,DDE_Tnp_IS66
1438693.SAMN02581263	1438693.SAMN02581263.KK736542:4515595-4634365	1	0	0	1	0	0	118770	0	0	Phage_integrase,Phage_integrase,Transposase_31
1438693.SAMN02581263	1438693.SAMN02581263.KK736542:1438079-1487482	1	0	1	0	0	0	49403	13	0	ser_ce,Int_BPP-1
1438693.SAMN02581263	1438693.SAMN02581263.KK736542:2984082-3080891	1	0	0	0	0	1	96809	0	0	Int_SXT,Transposase_20
1409567.SAMN02381628	1409567.SAMN02381628.KI976631:611612-619308	1	0	0	1	0	0	7696	0	0	Phage_integrase,TnpA
1412492.SAMN02384213	1412492.SAMN02384213.CP007319:1226149-1261636	1	0	1	0	0	0	35487	7	0	Phage_integrase,Phage_integrase,Phage_integrase,Transposase_mut
1412492.SAMN02384213	1412492.SAMN02384213.CP007319:2013623-2059151	1	0	1	0	0	0	45528	12	0	Transposase_20,Phage_integrase
28116.SAMN03653578	28116.SAMN03653578.LRDP01000008:73059-203300	5	0	0	0	1	0	130241	0	3	Int_CTnDOT,Relaxase,DDE_Tnp_1,DDE_Tnp_ISL3,DDE_Tnp_IS66,DDE_Tnp_IS66,DDE_Tnp_1_6
90370.SAMEA1903915	90370.SAMEA1903915.CJUA01000012:4-76421	1	0	0	0	0	1	76417	7	21	Int_P2,Transposase_31
1413329.SAMN02391156	1413329.SAMN02391156.KK220606:283111-302473	2	0	0	0	1	0	19362	0	3	Int_Tn916,DDE_Tnp_1,DDE_Tnp_1
278992.SAMN03921868	278992.SAMN03921868.CP012382:4273491-4335792	1	0	0	0	1	0	62301	0	1	DDE_3,Int_Tn916,Int_Tn916
278992.SAMN03921868	278992.SAMN03921868.CP012382:3291661-3304599	1	0	0	0	0	1	12938	0	0	DDE_Tnp_1,Int_Tn916
991928.SAMN00622035	991928.SAMN00622035.ALDH01000019:119008-145767	4	0	0	0	0	1	26759	0	0	rve,DDE_Tnp_1,DDE_Tnp_1_5,rve,Int_SXT
1395123.SAMN02339886	1395123.SAMN02339886.AXBU01000009:111-117577	1	0	0	1	0	0	117466	0	0	rve,Phage_integrase
340184.SAMN02918008	340184.SAMN02918008.CP005998:3992279-4064219	2	0	0	1	0	0	71940	1	0	ser_ce,rve,Phage_integrase
340184.SAMN02918008	340184.SAMN02918008.CP005998:752627-810064	2	0	1	0	0	0	57437	14	0	ser_ce,rve,DDE_Tnp_IS66,rve,rve,Int_BPP-1
340184.SAMN02918008	340184.SAMN02918008.CP005998:2360496-2483786	4	0	0	1	0	0	123290	0	0	DDE_Tnp_IS1,DDE_Tnp_IS1,Phage_integrase,Phage_integrase,rve,DDE_Tnp_IS66,Int_SXT
340184.SAMN02918008	340184.SAMN02918008.CP005998:4408207-4422845	1	0	0	0	1	0	14638	0	2	Int_SXT,DDE_Tnp_IS1
340184.SAMN02918008	340184.SAMN02918008.CP005998:3148330-3177995	2	0	0	0	0	1	29665	0	0	rve,rve,Int_SXT
340184.SAMN02918008	340184.SAMN02918008.CP005998:4273268-4283624	1	0	0	0	0	1	10356	0	0	rve,Int_SXT
340184.SAMN02918008	340184.SAMN02918008.CP005998:4908125-4916657	1	0	0	1	0	0	8532	0	0	Phage_integrase,ser_ce
340184.SAMN02918008	340184.SAMN02918008.CP005998:1811045-1851089	1	0	1	0	0	0	40044	13	0	rve,rve,ser_ce
340184.SAMN02918008	340184.SAMN02918008.CP005998:4634032-4672904	2	0	1	0	0	0	38872	19	0	DDE_Tnp_IS1,ser_ce,Phage_GPA,Phage_integrase
1281013.SAMN01885725	1281013.SAMN01885725.KE699458:104309-201761	2	0	0	1	0	0	97452	0	0	Int_SXT,DDE_3,Phage_integrase,Phage_integrase,Transposase_31
1735585.SAMN04147125	1735585.SAMN04147125.LMCK01000010:199-107516	1	0	0	0	1	0	107317	1	1	Int_P2,DDE_Tnp_1
90370.SAMN02367576	90370.SAMN02367576.MXPP01000014:59353-98145	1	0	0	0	0	1	38792	0	0	Int_SXT,rve_3
85569.SAMEA773542	85569.SAMEA773542.CTNA01000023:123-75561	2	0	0	0	1	0	75438	0	18	Relaxase,Tn7_Tnp_TnsA_N,Int_P2,DDE_Tnp_Tn3
1413599.SAMN02391426	1413599.SAMN02391426.KK218279:54228-73590	2	0	0	0	1	0	19362	0	3	Int_Tn916,DDE_Tnp_1,DDE_Tnp_1
670899.SAMN00792454	670899.SAMN00792454.ADUS01000003:759-53331	4	0	0	1	0	0	52572	0	0	Transposase_20,rve,Phage_integrase,Phage_integrase,Phage_integrase,rve_3,Transposase_mut
991977.SAMN00715107	991977.SAMN00715107.JH967328:1-19190	1	0	0	0	0	1	19189	0	0	rve,Int_CTnDOT
1327958.SAMEA2272616	1327958.SAMEA2272616.CBKW020000005:1168844-1189815	2	0	0	1	0	0	20971	0	0	Phage_integrase,Transposase_mut,Transposase_mut,Phage_integrase
1409526.SAMN02381587	1409526.SAMN02381587.KK047922:1499024-1530166	5	0	0	0	0	1	31142	0	0	DDE_Tnp_IS240,DDE_Tnp_IS240,DDE_Tnp_IS240,ser_ce,Rep_1,ser_ce,DDE_Tnp_IS240
1413570.SAMN02391397	1413570.SAMN02391397.KK240727:34607-53148	2	0	0	0	0	1	18541	0	0	DDE_Tnp_IS240,DDE_Tnp_1,ser_lsr
1313.SAMEA1025302	1313.SAMEA1025302.CRWR01000003:20484-92664	2	0	0	0	1	0	72180	0	6	Phage_integrase,Phage_integrase,huh_y1,Relaxase,Int_Tn916,DDE_Tnp_ISL3,Xer
446.SAMEA2059990	446.SAMEA2059990.FJEC01000004:42801-72985	1	0	0	0	0	1	30184	0	0	ser_ce,Int_SXT
1280.SAMN06698009	1280.SAMN06698009.NDUY01000048:140-6484	1	0	0	1	0	0	6344	0	0	TnpA,Phage_integrase
562.SAMN04420151	562.SAMN04420151.NENB01000039:1-37200	2	0	0	0	1	0	37199	0	4	TrwC,Phage_integrase,rve,DDE_Tnp_1
486993.SAMN03264884	486993.SAMN03264884.MZAD01000027:113-87256	1	0	0	0	1	0	87143	0	18	Transposase_31,Relaxase,Int_P2,Phage_integrase
96345.SAMN05504827	96345.SAMN05504827.MIJV01000013:444-43148	1	0	0	0	0	1	42704	0	0	rve,Int_CTnDOT
1455316.SAMN02628532	1455316.SAMN02628532.KK211434:59725-96969	2	0	1	0	0	0	37244	18	0	Int_P2,DDE_Tnp_1,DDE_Tnp_1
1307.SAMEA3234109	1307.SAMEA3234109.CECK01000005:8722-16525	3	0	0	1	0	0	7803	0	0	Phage_integrase,rve,DDE_Tnp_IS66,DDE_Tnp_IS66
1185650.SAMEA2071362	1185650.SAMEA2071362.FSAR01000005:173122-253078	1	0	0	0	0	1	79956	0	0	Int_Tn916,ser_ce
670.SAMN02368247	670.SAMN02368247.MIRK01000063:1-43018	3	0	0	1	0	0	43017	0	0	DDE_Tnp_1_5,Transposase_20,Transposase_mut,Phage_integrase,Phage_integrase
487.SAMEA2674524	487.SAMEA2674524.FEQI01000012:2552-24149	2	0	0	1	0	0	21597	0	0	DDE_Tnp_1,Phage_integrase,rve
1639.SAMN02741621	1639.SAMN02741621.JPCH01000002:1-11108	1	0	0	1	0	0	11107	0	0	rve,Phage_integrase
95486.SAMN05001881	95486.SAMN05001881.MUSP01000054:1-101844	4	0	0	0	1	0	101843	0	15	DDE_Tnp_IS66,TrwC,DDE_Tnp_1,rve,rve
1345695.SAMN02603278	1345695.SAMN02603278.CP006721:2261522-2749327	4	0	1	0	0	0	487805	6	0	Transposase_mut,DDE_Tnp_1,rve,rve,Xer,rve,Int_Tn916,DDE_Tnp_1_6,Transposase_mut,rve
1345695.SAMN02603278	1345695.SAMN02603278.CP006721:3853143-3960394	1	0	1	0	0	0	107251	10	0	rve,PDDEXK_2,rve
1345695.SAMN02603278	1345695.SAMN02603278.CP006721:239661-433506	3	0	0	0	0	1	193845	0	0	rve,rve,OrfB_IS605,Int_Tn916
1345695.SAMN02603278	1345695.SAMN02603278.CP006721:448694-475447	1	0	0	1	0	0	26753	0	0	Phage_integrase,Transposase_mut
1345695.SAMN02603278	1345695.SAMN02603278.CP006721:4511144-4642138	1	0	0	1	0	0	130994	0	0	Phage_integrase,PDDEXK_2
1345695.SAMN02603278	1345695.SAMN02603278.CP006721:3066025-3405082	4	0	1	0	0	0	339057	8	1	DDE_Tnp_1,rve,rve,Tn7_Tnp_TnsA_N,Phage_integrase,ser_ce,Phage_integrase,DDE_Tnp_1
1345695.SAMN02603278	1345695.SAMN02603278.CP006721:2806021-3065779	6	0	0	1	0	0	259758	0	0	cas1,OrfB_IS605,ser_tn,Xer,DDE_Tnp_1,Transposase_mut,huh_y2,Phage_integrase
565644.SAMN02595266	565644.SAMN02595266.GG688660:194242-290007	2	0	0	0	0	1	95765	0	0	Int_Tn916,ser_ce,ser_ce,rve
1169328.SAMN00847646	1169328.SAMN00847646.KB732985:380878-444436	3	0	0	0	0	1	63558	0	0	Int_SXT,Transposase_20,DDE_Tnp_1,DDE_Tnp_1
43306.SAMN03197674	43306.SAMN03197674.JVFK01000006:302935-335639	1	0	0	0	1	0	32704	0	1	Int_SXT,DDE_Tnp_1
1185650.SAMEA2275753	1185650.SAMEA2275753.FVPA01000005:380335-416846	1	0	0	1	0	0	36511	0	0	TnpA,Phage_integrase
1185650.SAMEA2275753	1185650.SAMEA2275753.FVPA01000005:63656-118626	1	0	0	1	0	0	54970	0	0	Phage_integrase,TnpA
562.SAMN04099655	562.SAMN04099655.LKJU01000110:1-53279	2	0	0	0	1	0	53278	0	2	Transposase_20,Phage_integrase,DDE_Tnp_IS240
1280.SAMN06698067	1280.SAMN06698067.NDST01000004:310-27191	1	0	0	0	0	1	26881	0	0	Rep_1,Rep_1,Rep_1,ser_ce,ser_ce
991924.SAMN02435814	991924.SAMN02435814.AJRL01000025:96122-146868	2	0	0	0	0	1	50746	0	0	rve,DDE_Tnp_1_5,Int_SXT
562.SAMN05928991	562.SAMN05928991.MOKG01000003:129634-250010	1	0	0	1	0	0	120376	0	0	Phage_integrase,Phage_integrase,Transposase_31
562.SAMN02640691	562.SAMN02640691.JHQX01000006:643-26622	2	0	0	0	0	1	25979	0	0	rve,DDE_Tnp_IS1,Int_SXT
149539.SAMN06074216	149539.SAMN06074216.MZWY01000010:53993-94404	1	0	1	0	0	0	40411	15	0	huh_y1,rve_3,Phage_integrase,Phage_GPA
1446616.SAMN02352925	1446616.SAMN02352925.JHHI01000009:51779-180349	2	0	0	1	0	0	128570	0	0	Phage_integrase,ser_ce,Phage_integrase,Phage_integrase,Transposase_31
1280.SAMEA1324604	1280.SAMEA1324604.CHEI01000019:312-17685	1	0	0	0	0	1	17373	0	0	ser_ce,Rep_1,ser_ce
1307.SAMEA3233922	1307.SAMEA3233922.CEEE01000019:43-2821	1	0	0	1	0	0	2778	0	0	Phage_integrase,rve
90370.SAMEA1572792	90370.SAMEA1572792.CJPA01000006:55-72662	1	0	0	0	0	1	72607	6	21	Int_P2,Transposase_31
470.SAMN03084780	470.SAMN03084780.JWWS01000001:3568-104086	3	0	1	0	0	0	100518	4	0	DDE_Tnp_1_5,DDE_Tnp_1,rve,DDE_Tnp_1_5,Phage_integrase
562.SAMN05377241	562.SAMN05377241.MBPU01000029:1-35359	1	0	0	0	1	0	35358	0	2	DDE_3,MobA_MobL,Int_SXT
1307.SAMEA1316694	1307.SAMEA1316694.FIHP01000007:68-14853	1	0	0	0	1	0	14785	0	1	rve_2,Relaxase,Int_Tn916
1639.SAMN05453269	1639.SAMN05453269.MCHT01000027:893897-905664	1	0	0	1	0	0	11767	0	0	Phage_integrase,TnpA
1413396.SAMN02391223	1413396.SAMN02391223.KK222148:154-9040	1	0	0	0	0	1	8886	0	0	ser_lsr,DDE_Tnp_IS240
486993.SAMN03264887	486993.SAMN03264887.MYZS01000015:126876-145451	2	0	1	0	0	0	18575	5	0	Transposase_mut,Transposase_mut,Phage_integrase
85569.SAMEA1522031	85569.SAMEA1522031.CTQN01000016:151-93977	5	0	0	0	1	0	93826	0	15	Phage_integrase,huh_y1,DDE_3,rve,ser_ce,Transposase_31,TrwC
611.SAMN02699327	611.SAMN02699327.JYYX01000014:1-43628	2	0	0	0	1	0	43627	0	17	Transposase_31,DDE_Tnp_IS66,Relaxase,Int_P2
1446672.SAMN02353096	1446672.SAMN02353096.JHIV01000071:826-8089	2	0	0	1	0	0	7263	0	0	Phage_integrase,Transposase_mut,Transposase_mut
1639.SAMN02741535	1639.SAMN02741535.JOZA01000001:663-52868	7	0	0	0	1	0	52205	0	1	rve,DDE_Tnp_Tn3,ser_ce,ser_ce,rve,rve,rve,DDE_Tnp_IS240,DDE_Tnp_IS240
1422779.SAMN02404362	1422779.SAMN02404362.JIJB01000002:287958-300442	1	0	0	1	0	0	12484	0	0	ser_lsr,Phage_integrase,TnpA
562.SAMN02801869	562.SAMN02801869.JSQO01000045:85-6971	1	0	0	1	0	0	6886	0	0	DDE_Tnp_IS66,Int_BPP-1
85569.SAMEA1484086	85569.SAMEA1484086.CTFY01000024:46502-53184	1	0	0	1	0	0	6682	0	0	Phage_integrase,DDE_Tnp_IS240
90370.SAMEA2056948	90370.SAMEA2056948.CGJR01000001:83885-96366	1	0	0	1	0	0	12481	0	0	Transposase_mut,Phage_integrase
1154836.SAMN00993455	1154836.SAMN00993455.ANEH01000021:48458-96055	1	0	1	0	0	0	47597	9	0	ser_lsr,ser_lsr,DDE_Tnp_IS66
470.SAMN06892295	470.SAMN06892295.NGFU01000038:1-59453	2	0	0	0	1	0	59452	0	15	rve,rve,TrwC
487.SAMEA2674032	487.SAMEA2674032.FETP01000016:90-6069	1	0	0	1	0	0	5979	0	0	Phage_integrase,DDE_Tnp_1
562.SAMN04158281	562.SAMN04158281.LNGY01000016:71716-96664	5	0	0	0	0	1	24948	0	0	Int_SXT,DDE_Tnp_IS1,DDE_Tnp_1,DDE_Tnp_IS1,DDE_Tnp_1,DDE_Tnp_IS66
573.SAMEA4362642	573.SAMEA4362642.FWMR01000023:281-76230	1	0	0	0	1	0	75949	0	8	rve,Phage_integrase
1403852.SAMN02363991	1403852.SAMN02363991.KI996527:34617-88918	3	0	0	1	0	0	54301	0	0	DDE_Tnp_IS240,Phage_integrase,TnpA,ser_lsr,rve
562.SAMN04606414	562.SAMN04606414.NCRX01000005:1-77833	1	0	0	0	1	0	77832	0	14	rve,ser_ce
39491.SAMEA3545431	39491.SAMEA3545431.CYXM01000034:96-8267	2	0	0	0	0	1	8171	0	0	ser_ce,Int_Tn916,Transposase_mut
1158554.SAMN00809103	1158554.SAMN00809103.KB946135:262220-315193	1	0	0	0	0	1	52973	0	0	Int_Tn916,DEDD_Tnp_IS110
670.SAMN03349604	670.SAMN03349604.JZAP01000049:177840-196604	1	0	0	1	0	0	18764	0	0	rve,Phage_integrase
670.SAMN03470171	670.SAMN03470171.MVKM01000012:82280-105626	1	0	0	1	0	0	23346	0	0	Phage_integrase,ser_ce
562.SAMN04376849	562.SAMN04376849.LVQJ01000013:82-3116	1	0	0	0	0	1	3034	0	0	ser_ce,Int_P2
299766.SAMN03277193	299766.SAMN03277193.JZKQ01000048:193-12670	2	0	0	1	0	0	12477	0	0	DDE_Tnp_1,Phage_integrase,Transposase_20
1449340.SAMN02745563	1449340.SAMN02745563.JQNF01000001:5253-18984	1	0	0	0	1	0	13731	0	1	Relaxase,DDE_Tnp_1_4
90370.SAMEA1692268	90370.SAMEA1692268.CJRN01000026:135-53442	1	0	0	1	0	0	53307	0	0	Phage_integrase,DDE_Tnp_IS1
1307.SAMEA3233817	1307.SAMEA3233817.CDUB01000005:101-7908	3	0	0	1	0	0	7807	0	0	DDE_Tnp_IS66,DDE_Tnp_IS66,rve,Phage_integrase
379347.SAMN03339859	379347.SAMN03339859.LNWV01000014:767-41094	2	0	0	1	0	0	40327	0	0	rve,DDE_Tnp_1,Phage_integrase,Phage_integrase
1444132.SAMN02680160	1444132.SAMN02680160.JHDN01000070:18734-29962	1	0	0	0	0	1	11228	0	0	Int_SXT,rve
573.SAMEA4362684	573.SAMEA4362684.FWOJ01000023:122-52765	1	0	0	0	1	0	52643	0	15	TrwC,DDE_Tnp_IS240
562.SAMN05928859	562.SAMN05928859.MOFE01000015:140-69269	2	0	0	0	1	0	69129	0	14	huh_y2,TrwC,rve
1870952.SAMN04252942	1870952.SAMN04252942.LPOS01000031:134-36007	1	0	0	1	0	0	35873	0	0	Phage_integrase,DDE_Tnp_IS1
1212820.SAMN02471429	1212820.SAMN02471429.AMPE01000043:1-20832	1	0	0	0	1	0	20831	0	2	ser_ce,ser_ce,DDE_Tnp_Tn3,TrwC
1422468.SAMN02404051	1422468.SAMN02404051.KK229245:24-5073	1	0	0	0	1	0	5049	0	1	DDE_Tnp_IS240,Mob_Pre
28450.SAMN06007574	28450.SAMN06007574.CP018408:1908363-1952408	3	0	0	1	0	0	44045	0	0	rve,rve,rve,Phage_integrase,Phage_integrase
28450.SAMN06007574	28450.SAMN06007574.CP018408:3846360-3864494	3	0	0	0	1	0	18134	0	1	rve,rve_3,rve,Int_SXT
28450.SAMN06007574	28450.SAMN06007574.CP018408:1428378-1445642	1	0	0	0	0	1	17264	0	0	Int_SXT,ser_ce
28450.SAMN06007574	28450.SAMN06007574.CP018408:2369090-2375805	1	0	0	0	0	1	6715	0	0	ser_ce,Int_SXT
28450.SAMN06007574	28450.SAMN06007574.CP018408:2477423-2564023	1	0	1	0	0	0	86600	12	0	rve,ser_ce,Int_P2,rve
28450.SAMN06007574	28450.SAMN06007574.CP018408:962228-1008735	5	0	0	0	0	1	46507	0	0	rve,rve,rve,ser_ce,rve,Int_SXT
573.SAMN03222864	573.SAMN03222864.JTKB01000018:238-109941	3	0	0	0	1	0	109703	0	15	TrwC,DDE_Tnp_1_5,OrfB_IS605,Phage_integrase,DDE_Tnp_IS1
666.SAMN03104871	666.SAMN03104871.JSUD01000006:95595-146362	1	0	0	0	0	1	50767	0	0	rve,Int_SXT
666.SAMEA889253	666.SAMEA889253.CWSK01000007:192629-243375	1	0	0	0	0	1	50746	0	0	rve,Int_SXT
1414718.SAMEA2821770	1414718.SAMEA2821770.CCYL01000017:362-82987	1	0	0	1	0	0	82625	0	0	Phage_integrase,ser_ce
1288484.SAMN02470573	1288484.SAMN02470573.APCS01000073:8332-11759	1	0	0	1	0	0	3427	0	0	Phage_integrase,DDE_Tnp_1
95486.SAMN05002004	95486.SAMN05002004.MUWO01000007:1-49191	1	0	0	0	0	1	49190	0	0	Int_SXT,DDE_Tnp_1
630.SAMEA980191	630.SAMEA980191.CWIS01000004:37444-44977	1	0	0	0	1	0	7533	0	1	IntKX,DDE_Tnp_IS1
1185650.SAMEA2259723	1185650.SAMEA2259723.FSCS01000005:117433-207234	2	0	0	1	0	0	89801	0	0	Phage_integrase,TnpA,rve
90370.SAMEA2160899	90370.SAMEA2160899.CJNA01000012:34-76137	1	0	0	0	0	1	76103	8	20	Int_P2,Transposase_31
28901.SAMN03358437	28901.SAMN03358437.MYOQ01000003:147124-190711	1	0	1	0	0	0	43587	11	0	ser_ce,rve_3,Int_SXT,Phage_integrase,Phage_GPA
72407.SAMN06131829	72407.SAMN06131829.MSAK01000009:324-100420	7	0	0	0	1	0	100096	0	15	ser_ce,DDE_Tnp_Tn3,DDE_Tnp_Tn3,TrwC,DDE_Tnp_IS240,DDE_Tnp_IS240,Phage_integrase,DDE_Tnp_1_5,DDE_Tnp_IS66,Transposase_31,DDE_3
1212570.SAMN03276488	1212570.SAMN03276488.AMJX01000084:98-17151	2	0	0	1	0	0	17053	0	0	DDE_Tnp_IS1,Phage_integrase,Phage_integrase,rve
1181735.SAMN00974044	1181735.SAMN00974044.KB732431:56991-149218	3	0	0	0	0	1	92227	0	0	Int_SXT,DDE_Tnp_IS66,rve,DDE_Tnp_IS66
1280.SAMN04621061	1280.SAMN04621061.LWAM01000075:89837-122402	1	0	0	0	1	0	32565	0	3	Int_Tn916,rve
237609.SAMN02929205	237609.SAMN02929205.CP009048:4788477-4934120	1	0	0	1	0	0	145643	0	0	Phage_integrase,rve
