specI	genomeID	kingdom	phylum	class	order	family	genus	species	assembly_status	Marker_lineage	checkM_completness	checkM_contamination
specI_v3_Cluster314	148942.SAMEA1032811	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032812	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032813	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032815	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032816	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032817	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032818	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032820	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032822	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032823	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032824	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032825	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032826	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032828	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032829	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032830	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032831	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032832	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032833	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	1.41
specI_v3_Cluster314	148942.SAMEA1032834	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032835	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032836	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032837	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032839	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032840	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032841	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032842	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032843	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032844	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032845	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032846	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032847	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032848	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032849	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032850	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032851	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032855	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032857	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032858	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032860	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032861	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032862	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032863	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032865	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032867	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032868	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032869	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032871	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	99.81	0.38
specI_v3_Cluster314	148942.SAMEA1032872	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032873	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032874	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032875	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032878	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032879	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032881	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032883	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032884	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032885	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032886	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032887	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032889	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032890	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032891	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032892	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032893	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032894	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032895	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032898	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032899	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032900	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032901	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032903	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032904	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032905	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032906	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032907	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032908	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032909	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	99.99	1.14
specI_v3_Cluster314	148942.SAMEA1032910	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032912	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032914	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032915	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032916	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032917	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032919	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032920	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032921	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032922	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032924	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032925	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032926	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032927	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032928	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032931	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032932	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032933	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032934	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032936	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032937	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032939	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032940	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032941	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032942	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032944	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032946	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032947	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032948	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032949	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032950	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032952	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032954	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032955	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032957	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032958	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032959	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032960	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032961	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032962	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032965	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032966	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032967	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032969	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032970	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032971	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032973	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032974	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032975	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032977	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032978	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032981	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032982	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032984	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032986	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032987	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
specI_v3_Cluster314	148942.SAMEA1032988	Bacteria	Firmicutes	Bacilli	Lactobacillales	Streptococcaceae	Streptococcus	Streptococcus_equi	WGS	o__Lactobacillales_(UID543)	100	0.38
